record_id,node_id,node_name,node_type,description,node_raw
R0047,rumen mucosa lesions,rumen mucosa lesions,outcome,lesions on ventral rumen mucosa,"{""id"": ""rumen mucosa lesions"", ""node_type"": ""outcome"", ""description"": ""lesions on ventral rumen mucosa""}"
R0048,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0048,bromoform,bromoform,plant_metabolite,"halogenated compound, methane inhibitor","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, methane inhibitor""}"
R0048,blood urea to creatinine ratio,blood urea to creatinine ratio,outcome,blood parameter,"{""id"": ""blood urea to creatinine ratio"", ""node_type"": ""outcome"", ""description"": ""blood parameter""}"
R0048,base excess,base excess,outcome,blood parameter,"{""id"": ""base excess"", ""node_type"": ""outcome"", ""description"": ""blood parameter""}"
R0048,total carbon dioxide,total carbon dioxide,outcome,blood parameter,"{""id"": ""total carbon dioxide"", ""node_type"": ""outcome"", ""description"": ""blood parameter""}"
R0048,glutamate dehydrogenase,glutamate dehydrogenase,outcome,blood enzyme,"{""id"": ""glutamate dehydrogenase"", ""node_type"": ""outcome"", ""description"": ""blood enzyme""}"
R0048,partial pressure of carbon dioxide,partial pressure of carbon dioxide,outcome,blood gas,"{""id"": ""partial pressure of carbon dioxide"", ""node_type"": ""outcome"", ""description"": ""blood gas""}"
R0048,bicarbonate,bicarbonate,outcome,blood parameter,"{""id"": ""bicarbonate"", ""node_type"": ""outcome"", ""description"": ""blood parameter""}"
R0048,partial pressure of oxygen,partial pressure of oxygen,outcome,blood gas,"{""id"": ""partial pressure of oxygen"", ""node_type"": ""outcome"", ""description"": ""blood gas""}"
R0048,gamma-glutamyl transferase,gamma-glutamyl transferase,outcome,blood enzyme in offspring,"{""id"": ""gamma-glutamyl transferase"", ""node_type"": ""outcome"", ""description"": ""blood enzyme in offspring""}"
R0049,Saccharina latissima,Saccharina latissima,plant_species,brown macroalgae,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown macroalgae""}"
R0049,Porphyra spp.,Porphyra spp.,plant_species,red macroalgae,"{""id"": ""Porphyra spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalgae""}"
R0049,phlorotannins,phlorotannins,plant_metabolite,bioactive compound in macroalgae,"{""id"": ""phlorotannins"", ""node_type"": ""plant_metabolite"", ""description"": ""bioactive compound in macroalgae""}"
R0049,volatile fatty acids,volatile fatty acids,outcome,rumen fermentation product,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""rumen fermentation product""}"
R0050,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0050,Brominata pellets,Brominata pellets,feed_additive,"high-bromoform, low-iodine Asparagopsis taxiformis product","{""id"": ""Brominata pellets"", ""node_type"": ""feed_additive"", ""description"": ""high-bromoform, low-iodine Asparagopsis taxiformis product""}"
R0050,dry matter intake,dry matter intake,outcome,DMI,"{""id"": ""dry matter intake"", ""node_type"": ""outcome"", ""description"": ""DMI""}"
R0050,milk yield,milk yield,outcome,milk production,"{""id"": ""milk yield"", ""node_type"": ""outcome"", ""description"": ""milk production""}"
R0050,feed efficiency,feed efficiency,outcome,feed efficiency,"{""id"": ""feed efficiency"", ""node_type"": ""outcome"", ""description"": ""feed efficiency""}"
R0050,fat digestibility,fat digestibility,outcome,fat digestibility,"{""id"": ""fat digestibility"", ""node_type"": ""outcome"", ""description"": ""fat digestibility""}"
R0051,Mazzaella japonica,Mazzaella japonica,plant_species,"red seaweed, alternative to Asparagopsis","{""id"": ""Mazzaella japonica"", ""node_type"": ""plant_species"", ""description"": ""red seaweed, alternative to Asparagopsis""}"
R0051,methane yield,methane yield,outcome,enteric CH4 production in g/day,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric CH4 production in g/day""}"
R0051,acetate proportion,acetate proportion,outcome,rumen acetate proportion,"{""id"": ""acetate proportion"", ""node_type"": ""outcome"", ""description"": ""rumen acetate proportion""}"
R0052,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, source of bromoform","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of bromoform""}"
R0052,bromoform,bromoform,plant_metabolite,"halogenated compound, anti-methanogenic","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, anti-methanogenic""}"
R0052,methane yield,methane yield,outcome,CH4 production per gram of feed,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 production per gram of feed""}"
R0053,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0053,bromoform,bromoform,plant_metabolite,"halogenated compound, antimethanogenic","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, antimethanogenic""}"
R0053,dibromomethane,dibromomethane,plant_metabolite,"degradation product of bromoform, antimethanogenic","{""id"": ""dibromomethane"", ""node_type"": ""plant_metabolite"", ""description"": ""degradation product of bromoform, antimethanogenic""}"
R0053,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0054,Dictyota dichotoma,Dictyota dichotoma,plant_species,"brown macroalga, source of prenol lipids (diterpenoids, retinoids)","{""id"": ""Dictyota dichotoma"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, source of prenol lipids (diterpenoids, retinoids)""}"
R0054,Sargassum muticum,Sargassum muticum,plant_species,"brown macroalga, source of sulphated medium chain fatty acids","{""id"": ""Sargassum muticum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, source of sulphated medium chain fatty acids""}"
R0054,Delesseria sanguinea,Delesseria sanguinea,plant_species,red macroalga,"{""id"": ""Delesseria sanguinea"", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0054,methane,methane,outcome,methane production,"{""id"": ""methane"", ""node_type"": ""outcome"", ""description"": ""methane production""}"
R0054,total gas production,total gas production,outcome,total gas production,"{""id"": ""total gas production"", ""node_type"": ""outcome"", ""description"": ""total gas production""}"
R0054,volatile fatty acids,volatile fatty acids,outcome,VFA production,"{""id"": ""volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""VFA production""}"
R0054,dry matter degradability,dry matter degradability,outcome,DMD,"{""id"": ""dry matter degradability"", ""node_type"": ""outcome"", ""description"": ""DMD""}"
R0055,Macrocystis pyrifera,Macrocystis pyrifera,plant_species,brown macroalga,"{""id"": ""Macrocystis pyrifera"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0055,Ulva spp.,Ulva spp.,plant_species,green macroalga,"{""id"": ""Ulva spp."", ""node_type"": ""plant_species"", ""description"": ""green macroalga""}"
R0055,Mazzaella spp.,Mazzaella spp.,plant_species,red macroalga,"{""id"": ""Mazzaella spp."", ""node_type"": ""plant_species"", ""description"": ""red macroalga""}"
R0055,Selenomonas,Selenomonas,rumen_bacteria,fibrinolytic and cellulolytic bacteria,"{""id"": ""Selenomonas"", ""node_type"": ""rumen_bacteria"", ""description"": ""fibrinolytic and cellulolytic bacteria""}"
R0055,Firmicutes,Firmicutes,rumen_bacteria,dominant phylum,"{""id"": ""Firmicutes"", ""node_type"": ""rumen_bacteria"", ""description"": ""dominant phylum""}"
R0055,Bacteroidota,Bacteroidota,rumen_bacteria,dominant phylum,"{""id"": ""Bacteroidota"", ""node_type"": ""rumen_bacteria"", ""description"": ""dominant phylum""}"
R0055,anethole,anethole,plant_metabolite,VOC with antimicrobial properties,"{""id"": ""anethole"", ""node_type"": ""plant_metabolite"", ""description"": ""VOC with antimicrobial properties""}"
R0055,beta-himachalene,beta-himachalene,plant_metabolite,VOC with antimicrobial properties,"{""id"": ""beta-himachalene"", ""node_type"": ""plant_metabolite"", ""description"": ""VOC with antimicrobial properties""}"
R0055,4-ethylphenol,4-ethylphenol,plant_metabolite,VOC with antimicrobial properties,"{""id"": ""4-ethylphenol"", ""node_type"": ""plant_metabolite"", ""description"": ""VOC with antimicrobial properties""}"
R0056,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0056,bromoform,bromoform,plant_metabolite,antimethanogenic compound,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""antimethanogenic compound""}"
R0056,methane yield,methane yield,outcome,enteric methane emissions,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane emissions""}"
R0056,methane intensity,methane intensity,outcome,g CH4/kg energy corrected milk,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""g CH4/kg energy corrected milk""}"
R0057,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, source of bromoform","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of bromoform""}"
R0057,bromoform,bromoform,plant_metabolite,"halogenated compound, methane inhibitor","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, methane inhibitor""}"
R0057,SeaFeed,SeaFeed,feed_additive,canola oil infused with Asparagopsis armata,"{""id"": ""SeaFeed"", ""node_type"": ""feed_additive"", ""description"": ""canola oil infused with Asparagopsis armata""}"
R0057,methane yield,methane yield,outcome,methane production per animal,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane production per animal""}"
R0057,methane intensity,methane intensity,outcome,methane per unit of product,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""methane per unit of product""}"
R0057,gain-to-feed ratio,gain-to-feed ratio,outcome,feed efficiency,"{""id"": ""gain-to-feed ratio"", ""node_type"": ""outcome"", ""description"": ""feed efficiency""}"
R0057,average daily gain,average daily gain,outcome,growth rate,"{""id"": ""average daily gain"", ""node_type"": ""outcome"", ""description"": ""growth rate""}"
R0057,live exit weight,live exit weight,outcome,final body weight,"{""id"": ""live exit weight"", ""node_type"": ""outcome"", ""description"": ""final body weight""}"
R0058,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0058,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0058,bromoform,bromoform,plant_metabolite,bioactive compound in Asparagopsis,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""bioactive compound in Asparagopsis""}"
R0058,enteric methane,enteric methane,outcome,methane emissions from ruminants,"{""id"": ""enteric methane"", ""node_type"": ""outcome"", ""description"": ""methane emissions from ruminants""}"
R0059,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0059,bromoform,bromoform,plant_metabolite,halogenated compound responsible for antimethanogenic effect,"{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound responsible for antimethanogenic effect""}"
R0059,daily CH4 emission,daily CH4 emission,outcome,methane emitted per day,"{""id"": ""daily CH4 emission"", ""node_type"": ""outcome"", ""description"": ""methane emitted per day""}"
R0059,CH4 yield,CH4 yield,outcome,methane per kg DMI,"{""id"": ""CH4 yield"", ""node_type"": ""outcome"", ""description"": ""methane per kg DMI""}"
R0059,CH4 intensity,CH4 intensity,outcome,methane per kg ECM,"{""id"": ""CH4 intensity"", ""node_type"": ""outcome"", ""description"": ""methane per kg ECM""}"
R0059,dry matter intake,dry matter intake,outcome,feed intake,"{""id"": ""dry matter intake"", ""node_type"": ""outcome"", ""description"": ""feed intake""}"
R0059,milk production,milk production,outcome,milk yield and components,"{""id"": ""milk production"", ""node_type"": ""outcome"", ""description"": ""milk yield and components""}"
R0060,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0060,Mootral,Mootral,feed_additive,commercial feed additive,"{""id"": ""Mootral"", ""node_type"": ""feed_additive"", ""description"": ""commercial feed additive""}"
R0060,methane yield,methane yield,outcome,methane emissions per dry matter intake,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane emissions per dry matter intake""}"
R0060,hydrogen emissions,hydrogen emissions,outcome,hydrogen gas emissions,"{""id"": ""hydrogen emissions"", ""node_type"": ""outcome"", ""description"": ""hydrogen gas emissions""}"
R0060,Acetate/Propionate ratio,Acetate/Propionate ratio,outcome,ruminal short chain fatty acid ratio,"{""id"": ""Acetate/Propionate ratio"", ""node_type"": ""outcome"", ""description"": ""ruminal short chain fatty acid ratio""}"
R0061,Bonnemaisonia hamifera,Bonnemaisonia hamifera,plant_species,"red seaweed, potential antimethanogenic feed additive","{""id"": ""Bonnemaisonia hamifera"", ""node_type"": ""plant_species"", ""description"": ""red seaweed, potential antimethanogenic feed additive""}"
R0061,methane yield,methane yield,outcome,CH4 yield (g/kg DMI),"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 yield (g/kg DMI)""}"
R0061,methane intensity,methane intensity,outcome,CH4 intensity (g/kg ECM),"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""CH4 intensity (g/kg ECM)""}"
R0061,hydrogen production,hydrogen production,outcome,daily H2 production (g/d),"{""id"": ""hydrogen production"", ""node_type"": ""outcome"", ""description"": ""daily H2 production (g/d)""}"
R0061,hydrogen yield,hydrogen yield,outcome,H2 yield (g/kg DMI),"{""id"": ""hydrogen yield"", ""node_type"": ""outcome"", ""description"": ""H2 yield (g/kg DMI)""}"
R0061,hydrogen intensity,hydrogen intensity,outcome,H2 intensity (g/kg ECM),"{""id"": ""hydrogen intensity"", ""node_type"": ""outcome"", ""description"": ""H2 intensity (g/kg ECM)""}"
R0062,Saccharina latissima,Saccharina latissima,plant_species,"sugar kelp, brown macroalga","{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""sugar kelp, brown macroalga""}"
R0062,Alaria esculenta,Alaria esculenta,plant_species,"winged kelp, brown macroalga","{""id"": ""Alaria esculenta"", ""node_type"": ""plant_species"", ""description"": ""winged kelp, brown macroalga""}"
R0062,Prevotella,Prevotella,rumen_bacteria,dominant genus when incubated with S. latissima,"{""id"": ""Prevotella"", ""node_type"": ""rumen_bacteria"", ""description"": ""dominant genus when incubated with S. latissima""}"
R0062,Fibrobacter succinogenes,Fibrobacter succinogenes,rumen_bacteria,"fibrolytic bacterium, higher with S. latissima","{""id"": ""Fibrobacter succinogenes"", ""node_type"": ""rumen_bacteria"", ""description"": ""fibrolytic bacterium, higher with S. latissima""}"
R0062,Ruminococcus flavefaciens,Ruminococcus flavefaciens,rumen_bacteria,"fibrolytic bacterium, higher with S. latissima","{""id"": ""Ruminococcus flavefaciens"", ""node_type"": ""rumen_bacteria"", ""description"": ""fibrolytic bacterium, higher with S. latissima""}"
R0062,Archaea,Archaea,rumen_archaea,"methanogens, gene copies decreased","{""id"": ""Archaea"", ""node_type"": ""rumen_archaea"", ""description"": ""methanogens, gene copies decreased""}"
R0062,methyl coenzyme-M reductase subunit A,methyl coenzyme-M reductase subunit A,metabolic_process,"mcrA gene, key enzyme in methanogenesis","{""id"": ""methyl coenzyme-M reductase subunit A"", ""node_type"": ""metabolic_process"", ""description"": ""mcrA gene, key enzyme in methanogenesis""}"
R0062,methane yield,methane yield,outcome,potential methane mitigation,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""potential methane mitigation""}"
R0063,Fucus vesiculosus,Fucus vesiculosus,plant_species,"brown macroalga, polyphenol-rich","{""id"": ""Fucus vesiculosus"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, polyphenol-rich""}"
R0063,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,"brown macroalga, polyphenol-rich","{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, polyphenol-rich""}"
R0063,Methanobrevibacter spp.,Methanobrevibacter spp.,rumen_archaea,methanogenic archaea,"{""id"": ""Methanobrevibacter spp."", ""node_type"": ""rumen_archaea"", ""description"": ""methanogenic archaea""}"
R0063,Ruminococcus spp.,Ruminococcus spp.,rumen_bacteria,cellulolytic bacteria,"{""id"": ""Ruminococcus spp."", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacteria""}"
R0063,Lachnospiraceae spp.,Lachnospiraceae spp.,rumen_bacteria,cellulolytic bacteria,"{""id"": ""Lachnospiraceae spp."", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacteria""}"
R0063,Rikenellaceae RC9 gut group,Rikenellaceae RC9 gut group,rumen_bacteria,cellulolytic bacteria,"{""id"": ""Rikenellaceae RC9 gut group"", ""node_type"": ""rumen_bacteria"", ""description"": ""cellulolytic bacteria""}"
R0063,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0063,organic matter degradability,organic matter degradability,outcome,feed degradability,"{""id"": ""organic matter degradability"", ""node_type"": ""outcome"", ""description"": ""feed degradability""}"
R0063,total volatile fatty acids,total volatile fatty acids,outcome,fermentation product,"{""id"": ""total volatile fatty acids"", ""node_type"": ""outcome"", ""description"": ""fermentation product""}"
R0064,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0064,bromoform,bromoform,plant_metabolite,"halogenated compound, antimethanogenic agent","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, antimethanogenic agent""}"
R0064,methane yield,methane yield,outcome,g CH4/d,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""g CH4/d""}"
R0064,methane intensity,methane intensity,outcome,g CH4/kg ECM,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""g CH4/kg ECM""}"
R0065,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, source of bromoform","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of bromoform""}"
R0065,Origanum vulgare,Origanum vulgare,plant_species,oregano leaves,"{""id"": ""Origanum vulgare"", ""node_type"": ""plant_species"", ""description"": ""oregano leaves""}"
R0065,bromoform,bromoform,plant_metabolite,"halogenated compound, CHBr3","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, CHBr3""}"
R0065,methane yield,methane yield,outcome,CH4 per unit of feed or milk,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 per unit of feed or milk""}"
R0065,daily methane emission,daily methane emission,outcome,CH4 per day,"{""id"": ""daily methane emission"", ""node_type"": ""outcome"", ""description"": ""CH4 per day""}"
R0065,hydrogen emission,hydrogen emission,outcome,H2 gas emission,"{""id"": ""hydrogen emission"", ""node_type"": ""outcome"", ""description"": ""H2 gas emission""}"
R0065,acetate proportion,acetate proportion,outcome,VFA acetate proportion,"{""id"": ""acetate proportion"", ""node_type"": ""outcome"", ""description"": ""VFA acetate proportion""}"
R0065,propionate proportion,propionate proportion,outcome,VFA propionate proportion,"{""id"": ""propionate proportion"", ""node_type"": ""outcome"", ""description"": ""VFA propionate proportion""}"
R0065,butyrate proportion,butyrate proportion,outcome,VFA butyrate proportion,"{""id"": ""butyrate proportion"", ""node_type"": ""outcome"", ""description"": ""VFA butyrate proportion""}"
R0065,dry matter intake,dry matter intake,outcome,DMI,"{""id"": ""dry matter intake"", ""node_type"": ""outcome"", ""description"": ""DMI""}"
R0065,milk yield,milk yield,outcome,milk production,"{""id"": ""milk yield"", ""node_type"": ""outcome"", ""description"": ""milk production""}"
R0066,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0066,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown macroalga,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0066,methane yield,methane yield,outcome,CH4 production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""CH4 production""}"
R0066,acetate,acetate,metabolic_process,acetate proportion,"{""id"": ""acetate"", ""node_type"": ""metabolic_process"", ""description"": ""acetate proportion""}"
R0066,propionate production,propionate production,metabolic_process,propionate proportion,"{""id"": ""propionate production"", ""node_type"": ""metabolic_process"", ""description"": ""propionate proportion""}"
R0066,iodine concentration,iodine concentration,outcome,iodine in milk,"{""id"": ""iodine concentration"", ""node_type"": ""outcome"", ""description"": ""iodine in milk""}"
R0067,Chondrus crispus,Chondrus crispus,plant_species,red seaweed,"{""id"": ""Chondrus crispus"", ""node_type"": ""plant_species"", ""description"": ""red seaweed""}"
R0067,Saccharina latissima,Saccharina latissima,plant_species,brown seaweed,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0067,Fucus serratus,Fucus serratus,plant_species,brown seaweed,"{""id"": ""Fucus serratus"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed""}"
R0067,methane yield,methane yield,outcome,enteric methane production per unit of feed or milk,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production per unit of feed or milk""}"
R0067,methane intensity,methane intensity,outcome,methane per unit of product,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""methane per unit of product""}"
R0068,Asparagopsis,Asparagopsis,plant_species,"red macroalga, source of bromoform","{""id"": ""Asparagopsis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, source of bromoform""}"
R0068,bromoform,bromoform,plant_metabolite,"halogenated compound, antimethanogenic agent","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""halogenated compound, antimethanogenic agent""}"
R0068,methane yield,methane yield,outcome,enteric methane emissions in g/day,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane emissions in g/day""}"
R0068,methane intensity,methane intensity,outcome,enteric methane emissions in g/kg ADG,"{""id"": ""methane intensity"", ""node_type"": ""outcome"", ""description"": ""enteric methane emissions in g/kg ADG""}"
R0069,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown macroalga,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0069,Fucus vesiculosus,Fucus vesiculosus,plant_species,brown macroalga,"{""id"": ""Fucus vesiculosus"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0069,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0069,methane yield,methane yield,outcome,methane production in g/d,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""methane production in g/d""}"
R0069,milk iodine concentration,milk iodine concentration,outcome,iodine in milk,"{""id"": ""milk iodine concentration"", ""node_type"": ""outcome"", ""description"": ""iodine in milk""}"
R0069,milk urea concentration,milk urea concentration,outcome,urea in milk,"{""id"": ""milk urea concentration"", ""node_type"": ""outcome"", ""description"": ""urea in milk""}"
R0070,Asparagopsis taxiformis,Asparagopsis taxiformis,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis taxiformis"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0070,Asparagopsis armata,Asparagopsis armata,plant_species,"red macroalga, bromoform source","{""id"": ""Asparagopsis armata"", ""node_type"": ""plant_species"", ""description"": ""red macroalga, bromoform source""}"
R0070,bromoform,bromoform,plant_metabolite,"natural constituent of Asparagopsis spp., inhibits methanogenesis","{""id"": ""bromoform"", ""node_type"": ""plant_metabolite"", ""description"": ""natural constituent of Asparagopsis spp., inhibits methanogenesis""}"
R0070,methane yield,methane yield,outcome,rumen methanogenesis,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""rumen methanogenesis""}"
R0071,Padina gymnospora,Padina gymnospora,plant_species,"brown macroalga, biowaste","{""id"": ""Padina gymnospora"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga, biowaste""}"
R0071,ciliate protozoa,ciliate protozoa,rumen_protozoa,rumen ciliate protozoa,"{""id"": ""ciliate protozoa"", ""node_type"": ""rumen_protozoa"", ""description"": ""rumen ciliate protozoa""}"
R0071,holotrichs,holotrichs,rumen_protozoa,holotrich protozoa subgroup,"{""id"": ""holotrichs"", ""node_type"": ""rumen_protozoa"", ""description"": ""holotrich protozoa subgroup""}"
R0071,Desulfovibrio,Desulfovibrio,rumen_bacteria,sulfate-reducing bacteria,"{""id"": ""Desulfovibrio"", ""node_type"": ""rumen_bacteria"", ""description"": ""sulfate-reducing bacteria""}"
R0071,daily enteric CH4 emission,daily enteric CH4 emission,outcome,methane emitted per day,"{""id"": ""daily enteric CH4 emission"", ""node_type"": ""outcome"", ""description"": ""methane emitted per day""}"
R0071,CH4 energy loss,CH4 energy loss,outcome,methane energy as percentage of gross energy,"{""id"": ""CH4 energy loss"", ""node_type"": ""outcome"", ""description"": ""methane energy as percentage of gross energy""}"
R0072,Saccharina latissima,Saccharina latissima,plant_species,brown macroalga,"{""id"": ""Saccharina latissima"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0072,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown macroalga,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0072,Sargassum muticum,Sargassum muticum,plant_species,brown macroalga,"{""id"": ""Sargassum muticum"", ""node_type"": ""plant_species"", ""description"": ""brown macroalga""}"
R0072,methane yield,methane yield,outcome,enteric methane emission,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane emission""}"
R0073,Rugulopteryx okamurae,Rugulopteryx okamurae,plant_species,invasive brown macroalga,"{""id"": ""Rugulopteryx okamurae"", ""node_type"": ""plant_species"", ""description"": ""invasive brown macroalga""}"
R0073,methane yield,methane yield,outcome,enteric methane production,"{""id"": ""methane yield"", ""node_type"": ""outcome"", ""description"": ""enteric methane production""}"
R0074,marine seaweed polysaccharides,marine seaweed polysaccharides,feed_additive,"polysaccharides from marine seaweeds, including alginate, laminaran, and fucoidan","{""id"": ""marine seaweed polysaccharides"", ""node_type"": ""feed_additive"", ""description"": ""polysaccharides from marine seaweeds, including alginate, laminaran, and fucoidan""}"
R0074,methane emissions,methane emissions,outcome,methane production in ruminants,"{""id"": ""methane emissions"", ""node_type"": ""outcome"", ""description"": ""methane production in ruminants""}"
R0075,Ascophyllum nodosum,Ascophyllum nodosum,plant_species,brown seaweed containing phlorotannins,"{""id"": ""Ascophyllum nodosum"", ""node_type"": ""plant_species"", ""description"": ""brown seaweed containing phlorotannins""}"
R0075,Linseed oil,Linseed oil,feed_additive,oil high in PUFA,"{""id"": ""Linseed oil"", ""node_type"": ""feed_additive"", ""description"": ""oil high in PUFA""}"
