record_id,subject,predicate,object,effect_direction,effect_size,dose,experimental_system,mechanism_class,direct_or_inferred,evidence_method,evidence_quality,supporting_quote,paper_id,extraction_source,prompt_version,confidence,edge_raw
R0063,Ascophyllum nodosum,INHIBITS,Ruminococcus spp.,decrease,Not stated,20% DM,in_vitro,['Microbial community restructuring'],Direct,Not stated,Medium,"suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)",10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.8,"{""source"": ""Ascophyllum nodosum"", ""target"": ""Ruminococcus spp."", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0063,Fucus vesiculosus,INHIBITS,Lachnospiraceae spp.,decrease,Not stated,20% DM,in_vitro,['Microbial community restructuring'],Direct,Not stated,Medium,"suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)",10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.8,"{""source"": ""Fucus vesiculosus"", ""target"": ""Lachnospiraceae spp."", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0063,Ascophyllum nodosum,INHIBITS,Lachnospiraceae spp.,decrease,Not stated,20% DM,in_vitro,['Microbial community restructuring'],Direct,Not stated,Medium,"suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)",10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.8,"{""source"": ""Ascophyllum nodosum"", ""target"": ""Lachnospiraceae spp."", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0063,Fucus vesiculosus,INHIBITS,Rikenellaceae RC9 gut group,decrease,Not stated,20% DM,in_vitro,['Microbial community restructuring'],Direct,Not stated,Medium,"suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)",10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.8,"{""source"": ""Fucus vesiculosus"", ""target"": ""Rikenellaceae RC9 gut group"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0063,Ascophyllum nodosum,INHIBITS,Rikenellaceae RC9 gut group,decrease,Not stated,20% DM,in_vitro,['Microbial community restructuring'],Direct,Not stated,Medium,"suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)",10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.8,"{""source"": ""Ascophyllum nodosum"", ""target"": ""Rikenellaceae RC9 gut group"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Microbial community restructuring""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""suppression of cellulolytic bacteria (Ruminococcus spp., Lachnospiraceae spp., Rikenellaceae RC9 gut group)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0063,Fucus vesiculosus,INHIBITS,organic matter degradability,decrease,~25%,20% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,caused a significant reduction in feed degradability (~25%),10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.9,"{""source"": ""Fucus vesiculosus"", ""target"": ""organic matter degradability"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""~25%"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""caused a significant reduction in feed degradability (~25%)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0063,Ascophyllum nodosum,INHIBITS,organic matter degradability,decrease,~25%,20% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,caused a significant reduction in feed degradability (~25%),10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.9,"{""source"": ""Ascophyllum nodosum"", ""target"": ""organic matter degradability"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""~25%"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""caused a significant reduction in feed degradability (~25%)"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0063,Fucus vesiculosus,INHIBITS,total volatile fatty acids,decrease,Not stated,20% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,total volatile fatty acids (r = -0.78; P < 0.001) per gram of OM,10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.9,"{""source"": ""Fucus vesiculosus"", ""target"": ""total volatile fatty acids"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""total volatile fatty acids (r = -0.78; P < 0.001) per gram of OM"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0063,Ascophyllum nodosum,INHIBITS,total volatile fatty acids,decrease,Not stated,20% DM,in_vitro,['Fermentation pathway modulation'],Direct,in vitro gas production,High,total volatile fatty acids (r = -0.78; P < 0.001) per gram of OM,10.1016/j.jclepro.2022.132456,auto,v2.0-126corpus,0.9,"{""source"": ""Ascophyllum nodosum"", ""target"": ""total volatile fatty acids"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""20% DM"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""in vitro gas production"", ""evidence_quality"": ""High"", ""supporting_quote"": ""total volatile fatty acids (r = -0.78; P < 0.001) per gram of OM"", ""paper_id"": ""10.1016/j.jclepro.2022.132456"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0064,Asparagopsis armata,INHIBITS,methane yield,decrease,20%,"298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)",in_vivo,['Unknown/unclear mechanism'],Inferred,modified sulphur hexafluoride tracer technique,High,Methane production (g CH4/d) ... reduced by about 20 %,10.1016/j.anifeedsci.2024.115891,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis armata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""20%"", ""dose"": ""298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""modified sulphur hexafluoride tracer technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Methane production (g CH4/d) ... reduced by about 20 %"", ""paper_id"": ""10.1016/j.anifeedsci.2024.115891"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0064,Asparagopsis armata,INHIBITS,methane yield,decrease,20%,"298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)",in_vivo,['Unknown/unclear mechanism'],Inferred,modified sulphur hexafluoride tracer technique,High,methane yield (g CH4/kg DMI) ... reduced by about 20 %,10.1016/j.anifeedsci.2024.115891,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis armata"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""20%"", ""dose"": ""298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""modified sulphur hexafluoride tracer technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""methane yield (g CH4/kg DMI) ... reduced by about 20 %"", ""paper_id"": ""10.1016/j.anifeedsci.2024.115891"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0064,Asparagopsis armata,INHIBITS,methane intensity,decrease,20%,"298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)",in_vivo,['Unknown/unclear mechanism'],Inferred,modified sulphur hexafluoride tracer technique,High,methane intensity (g CH4/kg energy corrected milk) ... reduced by about 20 %,10.1016/j.anifeedsci.2024.115891,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis armata"", ""target"": ""methane intensity"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""20%"", ""dose"": ""298 mg bromoform/day (liquid), 293 mg bromoform/day (pellet)"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""modified sulphur hexafluoride tracer technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""methane intensity (g CH4/kg energy corrected milk) ... reduced by about 20 %"", ""paper_id"": ""10.1016/j.anifeedsci.2024.115891"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0065,Asparagopsis taxiformis,INHIBITS,methane yield,decrease,55%,0.50% DM,in_vivo,"['Hydrogen sink redistribution', 'Fermentation pathway modulation']",Inferred,GreenFeed system,High,"HighAT decreased average daily CH4 emission and CH4 yield by 65% and 55%, respectively, in experimental periods 1 and 2",10.3168/jds.2020-19686,auto,v2.0-126corpus,0.9,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""55%"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Hydrogen sink redistribution"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed system"", ""evidence_quality"": ""High"", ""supporting_quote"": ""HighAT decreased average daily CH4 emission and CH4 yield by 65% and 55%, respectively, in experimental periods 1 and 2"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0065,Asparagopsis taxiformis,INHIBITS,daily methane emission,decrease,65%,0.50% DM,in_vivo,"['Hydrogen sink redistribution', 'Fermentation pathway modulation']",Inferred,GreenFeed system,High,"HighAT decreased average daily CH4 emission and CH4 yield by 65% and 55%, respectively, in experimental periods 1 and 2",10.3168/jds.2020-19686,auto,v2.0-126corpus,0.9,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""daily methane emission"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""65%"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Hydrogen sink redistribution"", ""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed system"", ""evidence_quality"": ""High"", ""supporting_quote"": ""HighAT decreased average daily CH4 emission and CH4 yield by 65% and 55%, respectively, in experimental periods 1 and 2"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0065,Asparagopsis taxiformis,PROMOTES,hydrogen emission,increase,Not stated,0.50% DM,in_vivo,['Hydrogen sink redistribution'],Direct,GreenFeed system,High,H2 emission was increased by AT,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""hydrogen emission"", ""edge_type"": ""PROMOTES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Hydrogen sink redistribution""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""GreenFeed system"", ""evidence_quality"": ""High"", ""supporting_quote"": ""H2 emission was increased by AT"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0065,Asparagopsis taxiformis,MODULATES,acetate proportion,decrease,Not stated,0.50% DM,in_vivo,['Fermentation pathway modulation'],Direct,ororuminal technique,High,the proportion of acetate in the total volatile fatty acids in the rumen was decreased,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""acetate proportion"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""ororuminal technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""the proportion of acetate in the total volatile fatty acids in the rumen was decreased"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0065,Asparagopsis taxiformis,MODULATES,propionate proportion,increase,Not stated,0.50% DM,in_vivo,['Fermentation pathway modulation'],Direct,ororuminal technique,High,those of propionate and butyrate were increased by HighAT,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""propionate proportion"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""ororuminal technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""those of propionate and butyrate were increased by HighAT"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0065,Asparagopsis taxiformis,MODULATES,butyrate proportion,increase,Not stated,0.50% DM,in_vivo,['Fermentation pathway modulation'],Direct,ororuminal technique,High,those of propionate and butyrate were increased by HighAT,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""butyrate proportion"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""ororuminal technique"", ""evidence_quality"": ""High"", ""supporting_quote"": ""those of propionate and butyrate were increased by HighAT"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
R0065,Asparagopsis taxiformis,MODULATES,dry matter intake,decrease,Not stated,0.50% DM,in_vivo,['Unknown/unclear mechanism'],Inferred,Not stated,Medium,HighAT decreased dry matter intake,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""dry matter intake"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""HighAT decreased dry matter intake"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0065,Asparagopsis taxiformis,MODULATES,milk yield,decrease,Not stated,0.50% DM,in_vivo,['Unknown/unclear mechanism'],Inferred,Not stated,Medium,"milk yield, and energy-corrected milk yield were decreased by HighAT",10.3168/jds.2020-19686,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""milk yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""0.50% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""Not stated"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""milk yield, and energy-corrected milk yield were decreased by HighAT"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0065,Origanum vulgare,MODULATES,daily methane emission,no_change,Not stated,1.77% DM,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed system,High,Oregano had no effect on CH4 emission or lactational performance of the cows in Exp. 3,10.3168/jds.2020-19686,auto,v2.0-126corpus,0.9,"{""source"": ""Origanum vulgare"", ""target"": ""daily methane emission"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""1.77% DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed system"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Oregano had no effect on CH4 emission or lactational performance of the cows in Exp. 3"", ""paper_id"": ""10.3168/jds.2020-19686"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.9}"
R0066,Asparagopsis taxiformis,INHIBITS,methane yield,decrease,64.76%,> 10 g/kg DM,in_vivo,['Unknown/unclear mechanism'],Inferred,meta-analysis,Medium,A. taxiformis decreased CH4 by 64.76 % in beef cattle,10.1016/j.anifeedsci.2022.115503,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""64.76%"", ""dose"": ""> 10 g/kg DM"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""meta-analysis"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""A. taxiformis decreased CH4 by 64.76 % in beef cattle"", ""paper_id"": ""10.1016/j.anifeedsci.2022.115503"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0066,Asparagopsis taxiformis,MODULATES,acetate,decrease,Not stated,Not specified,in_vitro,['Fermentation pathway modulation'],Inferred,meta-analysis,Medium,A. taxiformis showed the greatest effects on the decrease of C2,10.1016/j.anifeedsci.2022.115503,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""acetate"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""decrease"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""meta-analysis"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""A. taxiformis showed the greatest effects on the decrease of C2"", ""paper_id"": ""10.1016/j.anifeedsci.2022.115503"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0066,Asparagopsis taxiformis,MODULATES,propionate production,increase,Not stated,Not specified,in_vitro,['Fermentation pathway modulation'],Inferred,meta-analysis,Medium,A. taxiformis showed the greatest effects on the increase of C3 proportions,10.1016/j.anifeedsci.2022.115503,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""propionate production"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""increase"", ""effect_size"": ""Not stated"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vitro"", ""mechanism_class"": [""Fermentation pathway modulation""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""meta-analysis"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""A. taxiformis showed the greatest effects on the increase of C3 proportions"", ""paper_id"": ""10.1016/j.anifeedsci.2022.115503"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0066,Asparagopsis taxiformis,ASSOCIATED_WITH,iodine concentration,increase,six-fold increase,Not specified,in_vivo,['Unknown/unclear mechanism'],Inferred,meta-analysis,Medium,inclusion of A. taxiformis increased iodine concentration by more than six-fold increase,10.1016/j.anifeedsci.2022.115503,auto,v2.0-126corpus,0.8,"{""source"": ""Asparagopsis taxiformis"", ""target"": ""iodine concentration"", ""edge_type"": ""ASSOCIATED_WITH"", ""effect_direction"": ""increase"", ""effect_size"": ""six-fold increase"", ""dose"": ""Not specified"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""meta-analysis"", ""evidence_quality"": ""Medium"", ""supporting_quote"": ""inclusion of A. taxiformis increased iodine concentration by more than six-fold increase"", ""paper_id"": ""10.1016/j.anifeedsci.2022.115503"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.8}"
R0067,Chondrus crispus,MODULATES,methane yield,no_change,Not stated,150 g/d,in_vivo,['Unknown/unclear mechanism'],Direct,GreenFeed,High,No effects were observed of the treatments compared with CON for gas emission of CH4,10.3168/jds.2022-22749,auto,v2.0-126corpus,0.95,"{""source"": ""Chondrus crispus"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""150 g/d"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""No effects were observed of the treatments compared with CON for gas emission of CH4"", ""paper_id"": ""10.3168/jds.2022-22749"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.95}"
R0067,Saccharina latissima,MODULATES,methane yield,no_change,Not stated,150 g/d,in_vivo,['Unknown/unclear mechanism'],Direct,GreenFeed,High,No effects were observed of the treatments compared with CON for gas emission of CH4,10.3168/jds.2022-22749,auto,v2.0-126corpus,0.95,"{""source"": ""Saccharina latissima"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""150 g/d"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""No effects were observed of the treatments compared with CON for gas emission of CH4"", ""paper_id"": ""10.3168/jds.2022-22749"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.95}"
R0067,Fucus serratus,MODULATES,methane yield,no_change,Not stated,150 g/d (as 50/50 mix with S. latissima),in_vivo,['Unknown/unclear mechanism'],Direct,GreenFeed,High,No effects were observed of the treatments compared with CON for gas emission of CH4,10.3168/jds.2022-22749,auto,v2.0-126corpus,0.95,"{""source"": ""Fucus serratus"", ""target"": ""methane yield"", ""edge_type"": ""MODULATES"", ""effect_direction"": ""no_change"", ""effect_size"": ""Not stated"", ""dose"": ""150 g/d (as 50/50 mix with S. latissima)"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Direct"", ""evidence_method"": ""GreenFeed"", ""evidence_quality"": ""High"", ""supporting_quote"": ""No effects were observed of the treatments compared with CON for gas emission of CH4"", ""paper_id"": ""10.3168/jds.2022-22749"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.95}"
R0068,Asparagopsis,INHIBITS,methane yield,decrease,67.9%,30 mg bromoform/kg DMI,in_vivo,['Unknown/unclear mechanism'],Inferred,GreenFeed emissions monitoring,High,Asp-Meal inclusion induced CH4 mitigation of 67.9 % for production (g/day),10.1016/j.livsci.2025.105873,auto,v2.0-126corpus,0.85,"{""source"": ""Asparagopsis"", ""target"": ""methane yield"", ""edge_type"": ""INHIBITS"", ""effect_direction"": ""decrease"", ""effect_size"": ""67.9%"", ""dose"": ""30 mg bromoform/kg DMI"", ""experimental_system"": ""in_vivo"", ""mechanism_class"": [""Unknown/unclear mechanism""], ""direct_or_inferred"": ""Inferred"", ""evidence_method"": ""GreenFeed emissions monitoring"", ""evidence_quality"": ""High"", ""supporting_quote"": ""Asp-Meal inclusion induced CH4 mitigation of 67.9 % for production (g/day)"", ""paper_id"": ""10.1016/j.livsci.2025.105873"", ""extraction_source"": ""auto"", ""prompt_version"": ""v2.0-126corpus"", ""confidence"": 0.85}"
